case_num,num_errors,error_str,fidelity,alpha_orig,beta_orig,alpha_rec,beta_rec
27,1,q0b=X,0.9999999999999996,0.28799847267020223,0.957630868205297,(0.2879984726702021+0j),(0.9576308682052966+0j)
28,1,q2=Z,0.9999999999999993,0.990013062030305,0.14097566105317424,(0.9900130620303046+0j),(0.14097566105317427+0j)
29,1,q2b=Y,0.9999999999999993,0.9680844194964651,0.25062433387082,(0.9680844194964647+0j),(0.2506243338708199+0j)
30,1,q1a=Y,0.9999999999999993,0.45913285311013974,0.8883676171467209,(0.4591328531101396+0j),(0.8883676171467206+0j)
31,1,q2=Y,0.9999999999999996,0.889925700889919,0.4561055216675047,(0.8899257008899186+0j),(0.4561055216675045+0j)
32,1,q1=X,0.9999999999999991,0.9905370475691747,0.13724560974013894,(0.9905370475691743+0j),(0.13724560974013886+0j)
33,2,q1=Z · q2=X,0.9999999999999996,0.14310808404795117,0.9897070658938051,(0.1431080840479511+0j),(0.9897070658938047+0j)
34,1,q2b=Z,0.9999999999999991,0.4301941650850043,0.9027363847363282,(0.43019416508500424+0j),(0.9027363847363279+0j)
35,1,q1a=Y,0.9999999999999998,0.9885593014844113,0.15083271345650753,(0.9885593014844111+0j),(0.15083271345650753+0j)
36,1,q2b=Z,0.9999999999999993,0.9499027815790049,0.31254552556142823,(0.9499027815790045+0j),(0.3125455255614281+0j)
37,1,q0b=Y,0.9999999999999991,0.9616956307343355,0.2741195247086361,(0.9616956307343352+0j),(0.274119524708636+0j)
38,1,q2a=Y,0.9999999999999996,0.4265424401495076,0.9044675487552352,(0.4265424401495075+0j),(0.9044675487552349+0j)
39,1,q1=X,0.9999999999999993,0.6078081039428009,0.7940839431580626,(0.6078081039428007+0j),(0.7940839431580624+0j)
40,1,q1b=Z,0.9999999999999991,0.7941742806561122,0.6076900624038102,(0.7941742806561118+0j),(0.60769006240381+0j)
41,1,q0=Y,0.9999999999999991,0.8687395073317029,0.4952692887723507,(0.8687395073317026+0j),(0.49526928877235055+0j)
42,1,q0a=Z,0.9999999999999991,0.6033748600974069,0.7974576968105798,(0.6033748600974067+0j),(0.7974576968105795+0j)
43,2,q0a=Y · q1a=Y,0.9365376061182908,0.611589145320563,0.7911755287709948,(-0.7911755287709945+0j),(-0.6115891453205627+0j)
44,1,q1=Y,0.9999999999999996,0.06504907346907077,0.9978820661986142,(0.06504907346907074+0j),(0.997882066198614+0j)
45,1,q0b=Y,0.9999999999999996,0.9915681176038722,0.12958652766207393,(0.991568117603872+0j),(0.12958652766207387+0j)
46,1,q0a=Y,0.9999999999999993,0.09750680243376328,0.9952348584525881,(0.09750680243376325+0j),(0.9952348584525877+0j)
47,1,q2b=X,0.9999999999999993,0.9133479320944166,0.4071800031176054,(0.9133479320944162+0j),(0.40718000311760516+0j)
48,1,q0b=X,0.9999999999999991,0.7716020306873583,0.6361055779028705,(0.7716020306873581+0j),(0.6361055779028703+0j)
49,1,q1a=X,0.9999999999999991,0.162387982525163,0.9867269851034821,(0.1623879825251629+0j),(0.9867269851034817+0j)
50,1,q1b=Z,0.9999999999999993,0.9854915038456731,0.16972476498140682,(0.9854915038456727+0j),(0.1697247649814067+0j)
51,1,q2=Z,0.9999999999999991,0.5098218333016136,0.8602800115595978,(0.5098218333016133+0j),(0.8602800115595974+0j)
52,1,q1b=Z,0.9999999999999991,0.985713215441162,0.1684323511224768,(0.9857132154411616+0j),(0.1684323511224768+0j)
53,1,q0a=Y,0.9999999999999991,0.9982736870515042,0.05873368488861677,(0.9982736870515039+0j),(0.058733684888616695+0j)
54,1,q1a=Z,0.9999999999999993,0.2641916006366422,0.9644702163120689,(0.2641916006366421+0j),(0.9644702163120685+0j)
55,1,q1b=X,0.9999999999999996,0.07391797816240275,0.9972643242914,(0.07391797816240281+0j),(0.9972643242913997+0j)
56,1,q2b=Z,0.9999999999999996,0.9202533071953635,0.39132320477579136,(0.9202533071953632+0j),(0.39132320477579124+0j)
57,1,q0b=Y,0.9999999999999993,0.9975127025240917,0.07048693710953007,(0.9975127025240914+0j),(0.07048693710953+0j)
58,3,q0=X · q1b=Z · q2a=Y,0.11140606402317833,0.16933309451991327,0.9855588785558731,(0.9855588785558728+0j),(0.1693330945199132+0j)
59,1,q1=Y,0.9999999999999993,0.35051603088389915,0.9365567319139816,(0.350516030883899+0j),(0.9365567319139813+0j)
60,1,q2=Z,0.9999999999999996,0.9890107029136662,0.14784393637283846,(0.9890107029136659+0j),(0.14784393637283832+0j)
61,1,q2b=X,0.9999999999999991,0.09909078849121453,0.9950783967287147,(0.09909078849121447+0j),(0.9950783967287143+0j)
62,1,q2b=X,0.9999999999999993,0.26218681238611197,0.9650171373663836,(0.26218681238611186+0j),(0.9650171373663833+0j)
63,1,q2=Z,0.9999999999999993,0.5885693250310733,0.8084467512659487,(0.5885693250310732+0j),(0.8084467512659484+0j)
64,1,q2b=Z,0.9999999999999993,0.8835276090317066,0.46837908159813874,(0.8835276090317062+0j),(0.46837908159813857+0j)
65,2,q0a=X · q1=X,0.9999999999999996,0.7062830512535135,0.7079295526477383,(0.7062830512535132+0j),(0.707929552647738+0j)
66,1,q0b=Z,0.9999999999999991,0.48497324294900435,0.8745289895844083,(0.4849732429490041+0j),(0.874528989584408+0j)
67,1,q0a=Z,0.9999999999999991,0.46200218965494283,0.8868787835741918,(0.4620021896549427+0j),(0.8868787835741915+0j)
68,1,q1b=X,0.9999999999999991,0.30284885605557793,0.9530385985813102,(0.30284885605557776+0j),(0.9530385985813099+0j)
69,1,q2=Y,0.9999999999999991,0.9788845255670106,0.20441400540434768,(0.9788845255670101+0j),(0.20441400540434768+0j)
70,2,q0=Y · q2b=X,0.9999999999999996,0.8112471667170427,0.5847033730820875,(0.8112471667170424+0j),(0.5847033730820873+0j)
71,1,q1a=X,0.9999999999999993,0.06965038714753803,0.9975714628888489,(0.06965038714753799+0j),(0.9975714628888486+0j)
72,2,q1a=Z · q2b=Y,0.006086968733585237,0.9992376769530907,0.039039274550004874,0.03903927455000481j,0.9992376769530904j
73,1,q0=X,0.9999999999999996,0.7910069384077615,0.6118071782766036,(0.7910069384077613+0j),(0.6118071782766035+0j)
74,1,q2b=Z,0.9999999999999991,0.1050129047107748,0.9944708592232382,(0.10501290471077472+0j),(0.9944708592232379+0j)
75,1,q2a=Z,0.9999999999999989,0.3316884492696719,0.9433889826689096,(0.3316884492696717+0j),(0.9433889826689092+0j)
76,1,q0=X,0.9999999999999993,0.2647386624422438,0.9643201961010107,(0.26473866244224364+0j),(0.9643201961010104+0j)
77,1,q2a=Z,0.9999999999999993,0.6721179040630147,0.7404441390394957,(0.6721179040630146+0j),(0.7404441390394955+0j)
78,1,q1b=X,0.9999999999999996,0.5838296886517977,0.8118761572116433,(0.5838296886517975+0j),(0.8118761572116431+0j)
79,1,q1=X,0.9999999999999996,0.784458374341185,0.6201814725755561,(0.7844583743411848+0j),(0.6201814725755559+0j)
80,1,q1b=Y,0.9999999999999989,0.7564163379508909,0.6540904552743171,(0.7564163379508907+0j),(0.6540904552743168+0j)
81,1,q0b=Z,0.9999999999999993,0.3884600770090854,0.921465554738806,(0.38846007700908536+0j),(0.9214655547388056+0j)
82,1,q2a=Y,0.9999999999999991,0.9945395826995168,0.10436004237192918,(0.9945395826995165+0j),(0.10436004237192914+0j)
83,1,q1b=X,0.9999999999999993,0.2719480960487097,0.9623119208736228,(0.27194809604870956+0j),(0.9623119208736225+0j)
84,1,q0b=Y,0.9999999999999998,0.12382069436895193,0.9923046082962583,(0.12382069436895186+0j),(0.9923046082962581+0j)
85,1,q0a=Y,0.9999999999999991,0.9710292502695406,0.23896065601051125,(0.9710292502695402+0j),(0.23896065601051114+0j)
86,1,q0a=X,0.9999999999999996,0.9962165912401959,0.08690513988116316,(0.9962165912401956+0j),(0.08690513988116308+0j)
87,1,q0a=Y,0.9999999999999996,0.5989824618375797,0.8007621434677044,(0.5989824618375795+0j),(0.8007621434677041+0j)
88,1,q2=Z,0.9999999999999993,0.8778225256066776,0.478986026453292,(0.8778225256066774+0j),(0.4789860264532919+0j)
89,1,q1a=Y,0.9999999999999993,0.23171655469484406,0.972783346013053,(0.23171655469484392+0j),(0.9727833460130527+0j)
90,1,q0=X,0.9999999999999993,0.93164659759647,0.3633656797042357,(0.9316465975964696+0j),(0.3633656797042356+0j)
91,1,q0b=X,0.9999999999999991,0.7937397317917421,0.6082575426373054,(0.7937397317917418+0j),(0.6082575426373051+0j)
92,1,q0=Z,0.9999999999999993,0.6802378798995422,0.7329914233807759,(0.6802378798995421+0j),(0.7329914233807757+0j)
93,1,q0=Y,0.9999999999999993,0.9966708135249849,0.08153091111624318,(0.9966708135249847+0j),(0.08153091111624323+0j)
94,1,q2b=Z,0.9999999999999991,0.2432468957337177,0.9699644053860481,(0.2432468957337176+0j),(0.9699644053860477+0j)
95,2,q1b=Y · q2a=Y,0.3394511931279405,0.3059889397037504,0.9520350669901685,(-0.9520350669901683+0j),(-0.3059889397037503+0j)
96,1,q2a=Y,0.9999999999999993,0.9777477395161785,0.2097840743979463,(0.9777477395161782+0j),(0.20978407439794627+0j)
97,1,q2a=Y,0.9999999999999993,0.22186346767466075,0.9750777413680279,(0.2218634676746607+0j),(0.9750777413680276+0j)
98,1,q0b=X,0.9999999999999993,0.5364058878854691,0.8439601432779877,(0.5364058878854688+0j),(0.8439601432779875+0j)
99,1,q0a=Y,0.9999999999999991,0.7312471042975596,0.6821126537870662,(0.7312471042975593+0j),(0.682112653787066+0j)
100,1,q1a=Y,0.9999999999999991,0.8379467945440894,0.545751930379807,(0.837946794544089+0j),(0.5457519303798068+0j)
101,1,q0a=Z,1.0,0.8275534550841942,0.5613869244809793,(0.827553455084194+0j),(0.5613869244809792+0j)
102,1,q2=Z,0.9999999999999993,0.08024740284235748,0.9967749767811471,(0.08024740284235751+0j),(0.9967749767811468+0j)
103,1,q1a=Y,0.9999999999999991,0.8699040512299573,0.49322098663145686,(0.869904051229957+0j),(0.49322098663145664+0j)
104,1,q0a=Z,0.9999999999999993,0.5190289716431411,0.8547566475875245,(0.519028971643141+0j),(0.8547566475875241+0j)
105,1,q0=X,0.9999999999999996,0.5451865593527148,0.8383147472764325,(0.5451865593527145+0j),(0.8383147472764323+0j)
106,1,q1b=Z,0.9999999999999996,0.9498825387293617,0.31260704185456667,(0.9498825387293613+0j),(0.3126070418545666+0j)
107,1,q2b=Y,0.9999999999999993,0.9785476372419134,0.2060206825740286,(0.9785476372419131+0j),(0.20602068257402856+0j)
108,1,q1b=X,0.9999999999999993,0.4176386238133405,0.9086132179862337,(0.41763862381334027+0j),(0.9086132179862334+0j)
109,2,q2a=Y · q2b=Z,0.9999999999999991,0.9767968651724126,0.21416788785751145,0.9767968651724122j,0.21416788785751137j
110,1,q1b=Z,0.9999999999999993,0.3163058453222653,0.9486572680451919,(0.31630584532226524+0j),(0.9486572680451917+0j)
111,1,q2b=X,0.9999999999999998,0.6003248857331355,0.7997562325918429,(0.6003248857331354+0j),(0.7997562325918427+0j)
112,1,q0=X,0.9999999999999993,0.9640202008930817,0.2658289906501215,(0.9640202008930814+0j),(0.26582899065012144+0j)
113,1,q1b=Z,0.9999999999999991,0.7438607166716485,0.6683346722958052,(0.7438607166716482+0j),(0.668334672295805+0j)
114,1,q1a=Y,0.9999999999999993,0.3101451067832676,0.9506892303683657,(0.3101451067832675+0j),(0.9506892303683654+0j)
115,1,q1a=Z,0.9999999999999998,0.10780395799232734,0.9941721715282462,(0.10780395799232731+0j),(0.994172171528246+0j)
116,1,q0a=Y,0.9999999999999998,0.9905243038308663,0.13733755320515123,(0.990524303830866+0j),(0.13733755320515129+0j)
117,1,q1b=X,0.9999999999999991,0.3471168943867166,0.9378218709495535,(0.34711689438671645+0j),(0.9378218709495532+0j)
118,1,q2=Z,0.9999999999999991,0.15896817920670459,0.9872837069453263,(0.15896817920670459+0j),(0.987283706945326+0j)
119,1,q2=Y,0.9999999999999996,0.8407813306172021,0.5413748738956835,(0.8407813306172017+0j),(0.5413748738956834+0j)
120,1,q0b=X,0.9999999999999987,0.9731768510082655,0.2300582897042317,(0.973176851008265+0j),(0.23005828970423156+0j)
121,1,q2b=X,0.9999999999999991,0.8241382088974171,0.5663887469180133,(0.8241382088974167+0j),(0.5663887469180131+0j)
122,1,q2=Y,0.9999999999999996,0.10014293183995279,0.9949730615461398,(0.10014293183995282+0j),(0.9949730615461396+0j)
123,1,q2a=Y,0.9999999999999996,0.830281321622914,0.557344531653543,(0.8302813216229138+0j),(0.5573445316535429+0j)
124,1,q2b=Y,0.9999999999999991,0.07658817596447078,0.9970628121148813,(0.07658817596447073+0j),(0.997062812114881+0j)
125,1,q0a=X,0.9999999999999996,0.5397019330111085,0.8418561774460487,(0.5397019330111084+0j),(0.8418561774460485+0j)
126,1,q0a=Y,0.9999999999999993,0.4733400711049575,0.880879774479102,(0.47334007110495735+0j),(0.8808797744791018+0j)
127,1,q0=Y,0.9999999999999991,0.2708364069790833,0.9626253895751246,(0.2708364069790832+0j),(0.9626253895751242+0j)
128,1,q0b=X,0.9999999999999996,0.768191106923192,0.640220605138667,(0.7681911069231919+0j),(0.6402206051386667+0j)
129,2,q0b=Z · q1a=Y,0.4023191595302057,0.3368247253298431,0.941567365835539,0.9415673658355388j,0.336824725329843j
130,1,q2a=Z,0.9999999999999991,0.9021960044045149,0.4313262913810478,(0.9021960044045145+0j),(0.4313262913810476+0j)
131,1,q0=Y,0.9999999999999993,0.0014062856190361506,0.99999901117989,(0.001406285619036188+0j),(0.9999990111798897+0j)
132,1,q2=Z,0.9999999999999996,0.989925875638852,0.1415865839006367,(0.9899258756388518+0j),(0.14158658390063675+0j)
133,1,q1a=X,0.9999999999999991,0.9292968760213793,0.3693336110035276,(0.929296876021379+0j),(0.36933361100352746+0j)
134,1,q0=Z,0.9999999999999996,0.9519244044894899,0.30633303468174966,(0.9519244044894897+0j),(0.30633303468174955+0j)
135,1,q0=X,0.9999999999999993,0.998387072207168,0.05677370914075463,(0.9983870722071677+0j),(0.05677370914075462+0j)
136,1,q2b=Z,0.9999999999999991,0.5802301815565564,0.8144525378503314,(0.5802301815565561+0j),(0.8144525378503311+0j)
137,1,q0b=X,0.9999999999999993,0.2343481935013421,0.9721527267886757,(0.23434819350134206+0j),(0.9721527267886754+0j)
138,1,q0a=Z,0.9999999999999991,0.1131756636495678,0.9935749942291623,(0.11317566364956778+0j),(0.9935749942291618+0j)
139,1,q1a=X,0.9999999999999991,0.251761620387009,0.9677892779423151,(0.25176162038700894+0j),(0.9677892779423147+0j)
140,1,q2=Y,0.9999999999999996,0.9808086616152628,0.19497273989067548,(0.9808086616152625+0j),(0.19497273989067546+0j)
141,1,q0=Z,0.9999999999999996,0.5490072673585343,0.8358175760221335,(0.5490072673585341+0j),(0.8358175760221332+0j)
142,1,q0=X,0.9999999999999991,0.4048878865318518,0.9143663376020413,(0.4048878865318517+0j),(0.914366337602041+0j)
143,1,q1a=Z,0.9999999999999991,0.44007360069601625,0.8979617062940063,(0.440073600696016+0j),(0.897961706294006+0j)
144,1,q0=Y,0.9999999999999991,0.9963377960580458,0.08550436331670905,(0.9963377960580454+0j),(0.085504363316709+0j)
145,1,q1a=Z,0.9999999999999993,0.18098066511204175,0.9834866541319222,(0.1809806651120417+0j),(0.9834866541319218+0j)
146,1,q2=X,0.9999999999999993,0.9896391352943477,0.14357709390378331,(0.9896391352943474+0j),(0.14357709390378331+0j)
147,2,q1a=Z · q2a=Y,0.9831472464625601,0.7516043359554706,0.659614222233675,0.6596142222336748j,0.7516043359554705j
148,1,q1b=Y,0.9999999999999993,0.08468304862197945,0.9964079391876037,(0.08468304862197942+0j),(0.9964079391876034+0j)
149,1,q0b=X,0.9999999999999993,0.4543040572784299,0.8908466891336337,(0.4543040572784297+0j),(0.8908466891336335+0j)
150,2,q1a=Y · q1b=Z,0.9999999999999989,0.9729394114435208,0.23106038531071338,0.9729394114435204j,0.2310603853107133j
151,1,q2b=X,0.9999999999999996,0.9825168203788051,0.18617383724015296,(0.9825168203788048+0j),(0.18617383724015293+0j)
152,1,q1b=Y,0.9999999999999993,0.887627247007854,0.46056255858380213,(0.8876272470078537+0j),(0.460562558583802+0j)
153,1,q2b=Y,0.9999999999999991,0.542930867123198,0.8397773952214076,(0.5429308671231978+0j),(0.8397773952214074+0j)
154,1,q2b=Y,0.9999999999999998,0.9421360711861456,0.33523070171142444,(0.9421360711861454+0j),(0.33523070171142433+0j)
155,1,q0b=Y,0.9999999999999996,0.9983962336655473,0.05661237146110326,(0.9983962336655471+0j),(0.056612371461103275+0j)
156,1,q0=Y,0.9999999999999993,0.9378685989041963,0.346990621183743,(0.9378685989041959+0j),(0.3469906211837429+0j)
157,1,q1a=Y,0.9999999999999996,0.4511860269080369,0.8924299239284507,(0.4511860269080368+0j),(0.8924299239284503+0j)
158,1,q0b=Z,0.9999999999999993,0.8791560591981691,0.47653396896249206,(0.8791560591981689+0j),(0.4765339689624919+0j)
159,1,q1a=Y,0.9999999999999996,0.7790356215715527,0.6269796649992921,(0.7790356215715524+0j),(0.6269796649992919+0j)
160,1,q2a=Z,0.9999999999999996,0.6928164135488094,0.7211140111780974,(0.6928164135488093+0j),(0.7211140111780971+0j)
161,1,q2a=Y,0.9999999999999993,0.12368551453120634,0.9923214668116128,(0.12368551453120627+0j),(0.9923214668116125+0j)
162,1,q0b=X,0.9999999999999996,0.30921058341540647,0.9509935936187499,(0.3092105834154064+0j),(0.9509935936187497+0j)
163,1,q0=X,0.9999999999999998,0.7135837446501191,0.7005699389576416,(0.713583744650119+0j),(0.7005699389576414+0j)
164,1,q2a=X,0.9999999999999993,0.24565610850189673,0.9693570427637612,(0.24565610850189662+0j),(0.9693570427637609+0j)
165,1,q1a=X,0.9999999999999991,0.865398993432328,0.5010834083925685,(0.8653989934323276+0j),(0.5010834083925684+0j)
166,1,q2b=X,0.9999999999999991,0.39326273077714624,0.9194261387309487,(0.39326273077714613+0j),(0.9194261387309484+0j)
167,1,q1=Y,0.9999999999999993,0.22343177265809797,0.9747195714495837,(0.22343177265809788+0j),(0.9747195714495833+0j)
168,1,q2=X,0.9999999999999991,0.586716749246733,0.8097922302376989,(0.5867167492467328+0j),(0.8097922302376985+0j)
169,1,q0=Z,0.9999999999999993,0.06525289383638053,0.9978687588285235,(0.06525289383638053+0j),(0.9978687588285232+0j)
170,1,q2=Z,0.9999999999999996,0.8830578910100579,0.46926406332135506,(0.8830578910100577+0j),(0.46926406332135495+0j)
171,1,q2b=Y,0.9999999999999989,0.8200944276107618,0.5722282147900232,(0.8200944276107615+0j),(0.572228214790023+0j)
172,1,q2=Y,0.9999999999999996,0.946563793298758,0.3225166433160717,(0.9465637932987577+0j),(0.3225166433160716+0j)
173,1,q1=Z,0.9999999999999991,0.9662340359973401,0.25766603905111507,(0.9662340359973397+0j),(0.25766603905111496+0j)
174,2,q0a=Z · q2a=Y,0.969400021287002,0.6422894612242592,0.7664621634498672,0.766462163449867j,0.642289461224259j
175,1,q0a=X,0.9999999999999993,0.8158193245278167,0.5783068646721885,(0.8158193245278165+0j),(0.5783068646721883+0j)
176,1,q0=Y,0.9999999999999996,0.7767051873081245,0.6298643123789848,(0.7767051873081243+0j),(0.6298643123789847+0j)
177,1,q1a=X,0.9999999999999991,0.959886574114494,0.28038859612106204,(0.9598865741144935+0j),(0.28038859612106193+0j)
178,1,q2b=X,0.9999999999999993,0.9338509531766991,0.3576624068181762,(0.9338509531766988+0j),(0.35766240681817607+0j)
179,1,q0b=Z,0.9999999999999993,0.6048762080796143,0.796319516839332,(0.6048762080796141+0j),(0.7963195168393318+0j)
180,1,q1a=Z,0.9999999999999996,0.9276403688526067,0.37347469268345324,(0.9276403688526065+0j),(0.3734746926834531+0j)
181,1,q2a=Y,0.9999999999999996,0.5236377952172832,0.8519409952690284,(0.523637795217283+0j),(0.8519409952690281+0j)
182,1,q2=Z,0.9999999999999993,0.995837183475492,0.09114989856055386,(0.9958371834754917+0j),(0.09114989856055385+0j)
183,1,q1=Z,0.9999999999999991,0.8619736924352096,0.5069530092125015,(0.8619736924352093+0j),(0.5069530092125013+0j)
184,1,q2a=Z,0.9999999999999991,0.3554906299866318,0.9346798446482665,(0.3554906299866316+0j),(0.9346798446482661+0j)
185,1,q2a=X,0.9999999999999991,0.14159751401441711,0.9899243122708609,(0.14159751401441714+0j),(0.9899243122708605+0j)
186,1,q1b=Y,0.9999999999999991,0.8602692560444762,0.5098399818616458,(0.8602692560444759+0j),(0.5098399818616456+0j)
187,1,q1a=X,0.9999999999999996,0.9864344880292603,0.16415541668324934,(0.98643448802926+0j),(0.16415541668324926+0j)
188,2,q1=Y · q2b=X,0.9999999999999991,0.5479297148369615,0.8365243735831527,(0.5479297148369613+0j),(0.8365243735831525+0j)
189,1,q1b=Z,0.9999999999999993,0.9992399049932281,0.038982204518528824,(0.9992399049932278+0j),(0.038982204518528824+0j)
190,1,q0a=Y,0.9999999999999996,0.8855707781057133,0.4645044638808561,(0.885570778105713+0j),(0.4645044638808559+0j)
191,1,q0a=Z,0.9999999999999993,0.9061455232848806,0.4229660632140242,(0.9061455232848803+0j),(0.4229660632140241+0j)
192,1,q2a=Y,0.9999999999999993,0.02857526050661139,0.9995916438661236,(0.028575260506611393+0j),(0.9995916438661233+0j)
193,1,q1b=Z,0.9999999999999993,0.3660313789437994,0.930602508930908,(0.3660313789437993+0j),(0.9306025089309077+0j)
194,1,q1b=Z,0.9999999999999991,0.057755517444084484,0.9983307569161465,(0.05775551744408446+0j),(0.9983307569161461+0j)
195,1,q1a=Z,0.9999999999999993,0.9839804951712502,0.17827614849592566,(0.9839804951712499+0j),(0.1782761484959256+0j)
196,1,q2b=Y,0.9999999999999993,0.6457330296197061,0.7635632615953676,(0.6457330296197059+0j),(0.7635632615953674+0j)
197,2,q0a=Z · q0b=Z,0.9999999999999996,0.02422232378952377,0.9997065964723028,(0.02422232378952375+0j),(0.9997065964723024+0j)
198,1,q2=X,0.9999999999999996,0.9811300888473217,0.19334877490805757,(0.9811300888473213+0j),(0.19334877490805752+0j)
199,1,q0=Z,0.9999999999999996,0.7184544412869251,0.6955740189189733,(0.7184544412869249+0j),(0.6955740189189731+0j)
200,1,q2b=X,0.9999999999999991,0.03468097218528138,0.9993984341434019,(0.034680972185281406+0j),(0.9993984341434016+0j)
201,1,q1=X,0.9999999999999993,0.9911374987644254,0.1328399734379633,(0.991137498764425+0j),(0.13283997343796322+0j)
202,1,q1a=Y,0.9999999999999993,0.11800275631013615,0.993013267536346,(0.11800275631013607+0j),(0.9930132675363457+0j)
203,1,q2a=Z,0.9999999999999993,0.833469331034714,0.5525657193715028,(0.8334693310347138+0j),(0.5525657193715026+0j)
204,1,q0=Z,0.9999999999999996,0.4882023169832036,0.8727304839939026,(0.4882023169832035+0j),(0.8727304839939024+0j)
205,1,q2=Z,0.9999999999999991,0.20977062582064823,0.9777506249258108,(0.2097706258206481+0j),(0.9777506249258104+0j)
206,1,q2=Z,0.9999999999999996,0.9970437286724505,0.07683620966013976,(0.9970437286724502+0j),(0.07683620966013971+0j)
207,1,q0b=Y,0.9999999999999996,0.22101613655613003,0.9752701509744888,(0.22101613655612995+0j),(0.9752701509744885+0j)
208,1,q0=Y,0.9999999999999993,0.48548318245207406,0.8742460063141302,(0.4854831824520739+0j),(0.8742460063141299+0j)
209,1,q0=Y,0.9999999999999991,0.1632030294265852,0.9865925051336976,(0.16320302942658513+0j),(0.9865925051336972+0j)
210,1,q2=Y,0.9999999999999993,0.22919526599941267,0.9733804652053885,(0.22919526599941265+0j),(0.9733804652053881+0j)
211,1,q1=Z,0.9999999999999993,0.8917586077319971,0.45251142033753156,(0.8917586077319968+0j),(0.45251142033753144+0j)
212,1,q1b=Y,0.9999999999999993,0.9082581912601153,0.4184101552411266,(0.9082581912601151+0j),(0.41841015524112646+0j)
213,1,q2a=Z,0.9999999999999996,0.9911391014605059,0.13282801495189583,(0.9911391014605055+0j),(0.13282801495189575+0j)
214,1,q1=Y,0.9999999999999991,0.29789399597071864,0.9545989561929121,(0.29789399597071853+0j),(0.9545989561929118+0j)
215,1,q2b=Y,0.9999999999999991,0.801621500278584,0.5978318913299224,(0.8016215002785836+0j),(0.5978318913299222+0j)
216,1,q0a=Z,0.9999999999999993,0.0038012594239012856,0.9999927751872971,(0.003801259423901278+0j),(0.9999927751872968+0j)
217,1,q2=Y,0.9999999999999993,0.8160042543225569,0.5780458951739801,(0.8160042543225565+0j),(0.5780458951739799+0j)
218,1,q2b=X,0.9999999999999998,0.9778087580333212,0.20949948141542946,(0.977808758033321+0j),(0.20949948141542946+0j)
219,1,q1=Y,0.9999999999999993,0.9500912920809689,0.311972012706132,(0.9500912920809687+0j),(0.3119720127061319+0j)
220,1,q0=Z,0.9999999999999993,0.5430480688335194,0.8397016106547522,(0.5430480688335193+0j),(0.8397016106547519+0j)
221,1,q1=Z,0.9999999999999993,0.06403009114305389,0.9979479682970511,(0.06403009114305377+0j),(0.9979479682970508+0j)
222,1,q2=Y,0.9999999999999996,0.901767066761631,0.4322223470670209,(0.9017670667616307+0j),(0.4322223470670208+0j)
223,1,q2b=Z,0.9999999999999991,0.8722328265954059,0.48909088747326757,(0.8722328265954057+0j),(0.48909088747326734+0j)
224,1,q2b=X,0.9999999999999991,0.39380369666183335,0.9191945650924371,(0.3938036966618331+0j),(0.9191945650924368+0j)
225,1,q1b=Z,0.9999999999999993,0.8914458972792001,0.45312714796630965,(0.8914458972791998+0j),(0.4531271479663095+0j)
226,1,q0b=Y,0.9999999999999993,0.9703390286233465,0.24174815310628586,(0.9703390286233462+0j),(0.24174815310628578+0j)
227,1,q2a=X,0.9999999999999991,0.6356196040360939,0.77200240865233,(0.6356196040360936+0j),(0.7720024086523297+0j)
228,1,q2a=Z,0.9999999999999996,0.7721265455697878,0.6354688014579996,(0.7721265455697875+0j),(0.6354688014579993+0j)
229,3,q0b=Z · q1=X · q2a=Y,0.7281212568924521,0.4891728070332579,0.8721868864292808,(0.8721868864292806+0j),(0.4891728070332577+0j)
230,1,q0a=Y,0.9999999999999996,0.987218524475978,0.15937247231398793,(0.9872185244759777+0j),(0.15937247231398788+0j)
231,2,q1b=X · q2b=X,0.9999999999999991,0.6928245468049512,0.721106196994946,(0.692824546804951+0j),(0.7211061969949457+0j)
232,2,q0=X · q0b=Y,0.8988921355432091,0.9869395175021166,0.16109124368720135,(-0.9869395175021163+0j),(0.16109124368720124+0j)
233,1,q0=Z,0.9999999999999991,0.689013859201467,0.7247481644187179,(0.6890138592014667+0j),(0.7247481644187177+0j)
234,1,q0b=Y,0.9999999999999991,0.9846740095245844,0.1744049740310714,(0.984674009524584+0j),(0.17440497403107136+0j)
235,1,q1=Y,0.9999999999999996,0.45652230239150715,0.8897119687961702,(0.45652230239150704+0j),(0.88971196879617+0j)
236,1,q0a=X,0.9999999999999991,0.8144060938190183,0.580295368196618,(0.814406093819018+0j),(0.5802953681966178+0j)
237,1,q1=Y,0.9999999999999996,0.984544981726665,0.17513189017663452,(0.9845449817266648+0j),(0.1751318901766345+0j)
238,1,q2a=X,0.9999999999999991,0.6979771881314528,0.7161199933308038,(0.6979771881314526+0j),(0.7161199933308036+0j)
239,1,q1a=Y,0.9999999999999991,0.7791254079840119,0.6268680871074448,(0.7791254079840115+0j),(0.6268680871074446+0j)
240,1,q2a=X,0.9999999999999993,0.9175370533650076,0.39765029322541584,(0.9175370533650072+0j),(0.3976502932254157+0j)
241,1,q0b=Z,0.9999999999999993,0.7291154938520462,0.6843906754368347,(0.7291154938520459+0j),(0.6843906754368345+0j)
242,1,q2=X,0.9999999999999993,0.8680583324366528,0.49646221556861475,(0.8680583324366524+0j),(0.4964622155686146+0j)
